"Notes"	"County"	"County Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Ventura County, CA"	"06111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	106	850536	12.5
	"Ventura County, CA"	"06111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	102	849738	12.0
	"Ventura County, CA"	"06111"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	850536	Unreliable
	"Yolo County, CA"	"06113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	213016	12.2
	"Yolo County, CA"	"06113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	28	215802	13.0
	"Yuba County, CA"	"06115"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	75275	Unreliable
	"Adams County, CO"	"08001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	67	491337	13.6
	"Adams County, CO"	"08001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	81	498187	16.3
	"Adams County, CO"	"08001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	17	491337	Unreliable
	"Adams County, CO"	"08001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	13	498187	Unreliable
	"Arapahoe County, CO"	"08005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	81	631096	12.8
	"Arapahoe County, CO"	"08005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	79	637068	12.4
	"Arapahoe County, CO"	"08005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	17	631096	Unreliable
	"Arapahoe County, CO"	"08005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	15	637068	Unreliable
	"Boulder County, CO"	"08013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	32	319372	10.0
	"Boulder County, CO"	"08013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	29	322226	9.0
	"Denver County, CO"	"08031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	107	682545	15.7
	"Denver County, CO"	"08031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	109	693060	15.7
	"Denver County, CO"	"08031"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	14	693060	Unreliable
	"Douglas County, CO"	"08035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	322387	Unreliable
	"Douglas County, CO"	"08035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	328632	7.6
	"Douglas County, CO"	"08035"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	10	328632	Unreliable
	"El Paso County, CO"	"08041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	119	674471	17.6
	"El Paso County, CO"	"08041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	142	688284	20.6
	"El Paso County, CO"	"08041"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	24	674471	3.6
	"El Paso County, CO"	"08041"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	22	688284	3.2
	"Fremont County, CO"	"08043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	47446	Unreliable
	"Garfield County, CO"	"08045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	58887	Unreliable
	"Jefferson County, CO"	"08059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	67	565524	11.8
	"Jefferson County, CO"	"08059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	74	571837	12.9
	"Jefferson County, CO"	"08059"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	18	565524	Unreliable
	"Jefferson County, CO"	"08059"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	14	571837	Unreliable
	"Larimer County, CO"	"08069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	40	333577	12.0
	"Larimer County, CO"	"08069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	34	339993	10.0
	"Las Animas County, CO"	"08071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	14058	Unreliable
	"Mesa County, CO"	"08077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	148513	17.5
	"Mesa County, CO"	"08077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	150083	Unreliable
	"Mesa County, CO"	"08077"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	10	150083	Unreliable
	"Montezuma County, CO"	"08083"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	26999	Unreliable
	"Pueblo County, CO"	"08101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	44	163591	26.9
	"Pueblo County, CO"	"08101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	38	165123	23.0
	"Weld County, CO"	"08123"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	285174	9.1
	"Weld County, CO"	"08123"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	33	294932	11.2
	"Weld County, CO"	"08123"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	285174	Unreliable
	"Fairfield County, CT"	"09001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	125	948053	13.2
	"Fairfield County, CT"	"09001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	158	944177	16.7
	"Fairfield County, CT"	"09001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	12	948053	Unreliable
	"Fairfield County, CT"	"09001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	16	944177	Unreliable
	"Hartford County, CT"	"09003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	189	895841	21.1
	"Hartford County, CT"	"09003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	243	892389	27.2
	"Hartford County, CT"	"09003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	18	895841	Unreliable
	"Hartford County, CT"	"09003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	25	892389	2.8
	"Litchfield County, CT"	"09005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	54	183603	29.4
	"Litchfield County, CT"	"09005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	39	182571	21.4
	"Middlesex County, CT"	"09007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	40	164063	24.4
	"Middlesex County, CT"	"09007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	46	163329	28.2
	"New Haven County, CT"	"09009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	192	859470	22.3
	"New Haven County, CT"	"09009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	241	856875	28.1
	"New Haven County, CT"	"09009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	17	859470	Unreliable
	"New Haven County, CT"	"09009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	14	856875	Unreliable
	"New London County, CT"	"09011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	67	271863	24.6
	"New London County, CT"	"09011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	91	269801	33.7
	"New London County, CT"	"09011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	271863	Unreliable
	"Tolland County, CT"	"09013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	151420	15.2
	"Tolland County, CT"	"09013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	32	151118	21.2
	"Windham County, CT"	"09015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	30	116573	25.7
	"Windham County, CT"	"09015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	31	116192	26.7
	"Kent County, DE"	"10001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	34	173533	19.6
	"Kent County, DE"	"10001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	43	174827	24.6
	"New Castle County, DE"	"10003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	95	556779	17.1
	"New Castle County, DE"	"10003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	151	556987	27.1
	"New Castle County, DE"	"10003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	11	556779	Unreliable
	"Sussex County, DE"	"10005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	40	215622	18.6
	"Sussex County, DE"	"10005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	70	220251	31.8
	"District of Columbia, DC"	"11001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	114	672228	17.0
	"District of Columbia, DC"	"11001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	241	681170	35.4
	"District of Columbia, DC"	"11001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	20	681170	2.9
	"Alachua County, FL"	"12001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	259964	8.8
	"Alachua County, FL"	"12001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	27	263496	10.2
	"Bay County, FL"	"12005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	25	181635	13.8
	"Bay County, FL"	"12005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	46	183974	25.0
	"Brevard County, FL"	"12009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	132	568088	23.2
	"Brevard County, FL"	"12009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	153	579130	26.4
	"Brevard County, FL"	"12009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	23	568088	4.0
	"Brevard County, FL"	"12009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	21	579130	3.6
	"Broward County, FL"	"12011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	252	1896425	13.3
	"Broward County, FL"	"12011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	495	1909632	25.9
	"Broward County, FL"	"12011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	27	1896425	1.4
	"Broward County, FL"	"12011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	34	1909632	1.8
	"Charlotte County, FL"	"12015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	173115	Unreliable
	"Charlotte County, FL"	"12015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	178465	Unreliable
	"Citrus County, FL"	"12017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	25	141058	17.7
	"Citrus County, FL"	"12017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	57	143621	39.7
	"Clay County, FL"	"12019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	41	203967	20.1
	"Clay County, FL"	"12019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	63	208311	30.2
	"Collier County, FL"	"12021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	48	357305	13.4
	"Collier County, FL"	"12021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	47	365136	12.9
	"Columbia County, FL"	"12023"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	68348	Unreliable
	"Duval County, FL"	"12031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	146	913010	16.0
	"Duval County, FL"	"12031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	383	926255	41.3
	"Duval County, FL"	"12031"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	23	913010	2.5
	"Duval County, FL"	"12031"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	13	926255	Unreliable
	"Escambia County, FL"	"12033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	51	311003	16.4
	"Escambia County, FL"	"12033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	35	315187	11.1
	"Flagler County, FL"	"12035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	105392	Unreliable
	"Flagler County, FL"	"12035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	108310	Unreliable
	"Hernando County, FL"	"12053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	178439	15.1
	"Hernando County, FL"	"12053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	33	182835	18.0
	"Highlands County, FL"	"12055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	100917	21.8
	"Hillsborough County, FL"	"12057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	156	1349050	11.6
	"Hillsborough County, FL"	"12057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	199	1376238	14.5
	"Hillsborough County, FL"	"12057"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	20	1349050	1.5
	"Hillsborough County, FL"	"12057"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	25	1376238	1.8
	"Indian River County, FL"	"12061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	147919	Unreliable
	"Indian River County, FL"	"12061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	26	151563	17.2
	"Lake County, FL"	"12069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	38	325875	11.7
	"Lake County, FL"	"12069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	41	335396	12.2
	"Lake County, FL"	"12069"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	325875	Unreliable
	"Lee County, FL"	"12071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	90	701982	12.8
	"Lee County, FL"	"12071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	136	722336	18.8
	"Lee County, FL"	"12071"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	12	701982	Unreliable
	"Lee County, FL"	"12071"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	10	722336	Unreliable
	"Leon County, FL"	"12073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	286272	Unreliable
	"Leon County, FL"	"12073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	287822	8.0
	"Manatee County, FL"	"12081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	137	363369	37.7
	"Manatee County, FL"	"12081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	162	375888	43.1
	"Manatee County, FL"	"12081"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	11	363369	Unreliable
	"Manatee County, FL"	"12081"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	11	375888	Unreliable
	"Marion County, FL"	"12083"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	42	343254	12.2
	"Marion County, FL"	"12083"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	133	349020	38.1
	"Martin County, FL"	"12085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	156283	14.7
	"Martin County, FL"	"12085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	32	158701	20.2
	"Miami-Dade County, FL"	"12086"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	169	2693117	6.3
	"Miami-Dade County, FL"	"12086"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	277	2712945	10.2
	"Miami-Dade County, FL"	"12086"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	33	2693117	1.2
	"Miami-Dade County, FL"	"12086"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	21	2712945	0.8
	"Monroe County, FL"	"12087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	77482	Unreliable
	"Monroe County, FL"	"12087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	30	79077	37.9
	"Nassau County, FL"	"12089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	80622	26.0
	"Okaloosa County, FL"	"12091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	39	198664	19.6
	"Okaloosa County, FL"	"12091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	43	201170	21.4
	"Okeechobee County, FL"	"12093"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	39469	Unreliable
	"Orange County, FL"	"12095"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	173	1288126	13.4
	"Orange County, FL"	"12095"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	197	1314367	15.0
	"Orange County, FL"	"12095"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	22	1288126	1.7
	"Orange County, FL"	"12095"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	19	1314367	Unreliable
	"Osceola County, FL"	"12097"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	37	323993	11.4
	"Osceola County, FL"	"12097"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	45	336015	13.4
	"Palm Beach County, FL"	"12099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	263	1422789	18.5
	"Palm Beach County, FL"	"12099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	516	1443810	35.7
	"Palm Beach County, FL"	"12099"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	54	1422789	3.8
	"Palm Beach County, FL"	"12099"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	59	1443810	4.1
	"Palm Beach County, FL"	"12099"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	11	1443810	Unreliable
	"Pasco County, FL"	"12101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	95	497909	19.1
	"Pasco County, FL"	"12101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	133	512368	26.0
	"Pasco County, FL"	"12101"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	18	497909	Unreliable
	"Pasco County, FL"	"12101"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	17	512368	Unreliable
	"Pinellas County, FL"	"12103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	161	949827	17.0
	"Pinellas County, FL"	"12103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	217	960730	22.6
	"Pinellas County, FL"	"12103"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	29	949827	3.1
	"Pinellas County, FL"	"12103"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	35	960730	3.6
	"Polk County, FL"	"12105"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	86	650092	13.2
	"Polk County, FL"	"12105"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	117	666149	17.6
	"Polk County, FL"	"12105"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	650092	Unreliable
	"Polk County, FL"	"12105"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	16	666149	Unreliable
	"Putnam County, FL"	"12107"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	72277	Unreliable
	"St. Johns County, FL"	"12109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	226640	Unreliable
	"St. Johns County, FL"	"12109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	33	235087	14.0
	"St. Lucie County, FL"	"12111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	41	298563	13.7
	"St. Lucie County, FL"	"12111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	95	306507	31.0
	"St. Lucie County, FL"	"12111"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	298563	Unreliable
	"Santa Rosa County, FL"	"12113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	167040	13.2
	"Santa Rosa County, FL"	"12113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	170497	Unreliable
	"Sarasota County, FL"	"12115"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	83	405549	20.5
	"Sarasota County, FL"	"12115"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	77	412569	18.7
	"Sarasota County, FL"	"12115"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	405549	Unreliable
	"Sarasota County, FL"	"12115"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	13	412569	Unreliable
	"Seminole County, FL"	"12117"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	53	449144	11.8
